PRN             t(GNSS TIME)/s                 X/m                 Y/m                 Z/m               toe/s
G17             34500.00000000   20843087.63760868  -15082765.53218364    6860246.91115004       1500.00000000
G17             34800.00000000   21072865.69632553  -15129985.06715500    5932064.84489911       1200.00000000
G17             35100.00000000   21270810.79783787  -15165000.15019087    4992590.00162491        900.00000000
G17             35400.00000000   21437136.70231505  -15186322.09511844    4043594.33231831        600.00000000
G17             35700.00000000   21572165.10965834  -15192492.95669004    3086874.13407568        300.00000000
G17             36000.00000000   21676324.14155122  -15182092.54534661    2124246.79265275          0.00000000
G17             36300.00000000   21750146.37034032  -15153745.33411172    1157547.43738093        300.00000000
G17             36600.00000000   21794266.39896761  -15106127.22628432     188625.51339499        600.00000000
G17             36900.00000000   21809417.99822034  -15037972.15267567    -780658.72335934        900.00000000
G17             37200.00000000   21796430.80964046  -14948078.46736034   -1748437.78234543       1200.00000000
G17             37500.00000000   21756226.62452624  -14835315.11129372   -2712840.57936464       1500.00000000
G17             37800.00000000   21689815.25155841  -14698627.51368922   -3671996.13515117       1800.00000000
G17             38100.00000000   21598289.98767642  -14537043.20175384   -4624037.32407255       2100.00000000
G17             38400.00000000   21482822.70890734  -14349677.09025350   -5567104.66486817       2400.00000000
G17             38700.00000000   21344658.59989660  -14135736.42341931   -6499350.14486690       2700.00000000
G17             39000.00000000   21185110.54289273  -13894525.34291668   -7418941.06865257       3000.00000000
G17             39300.00000000   21005553.18888373  -13625449.05697718   -8324063.92169857       3300.00000000
G17             39600.00000000   20807416.72578249  -13328017.44717360   -9212928.28258853       3584.00000000
G17             39900.00000000   20592180.47696117  -13001848.84813710  -10083770.66613318       3284.00000000
G17             40200.00000000   20361365.95331575  -12646672.30918491  -10934858.15265016       2984.00000000
G17             40500.00000000   20116530.13141175  -12262330.24442825  -11764492.52495315       2684.00000000
G17             40800.00000000   19859258.26614822  -11848780.24335563  -12571013.93085788       2384.00000000
G17             41100.00000000   19591156.62964534  -11406096.42149753  -13352804.61686096       2084.00000000
G17             41400.00000000   19313845.13783402  -10934470.24987359  -14108292.60091526       1784.00000000
G17             41700.00000000   19028949.89924991  -10434210.85484794  -14835955.27266407       1484.00000000
G17             42000.00000000   18738095.72133765   -9905744.78264023  -15534322.90946383       1184.00000000
G17             42300.00000000   18442898.61018685   -9349615.22544183  -16201982.09655734        884.00000000
G17             42600.00000000   18144958.30003870   -8766480.70885433  -16837579.03985576        584.00000000
G17             42900.00000000   17845850.84911468   -8157113.24318108  -17439822.75995106        284.00000000
G17             43200.00000000   17547121.37193216   -7522395.78007246  -18007488.31277823          0.00000000
G17             43500.00000000   17250276.73954491   -6863319.96676394  -18539419.08062860        300.00000000
G17             43800.00000000   16956778.80417007   -6180981.74725856  -19034530.50181810        600.00000000
G17             44100.00000000   16668037.47796532   -5476578.10854843  -19491812.03697092        900.00000000
G17             44400.00000000   16385404.23826257   -4751402.52415721  -19910329.77156640       1200.00000000
G17             44700.00000000   16110165.87374686   -4006840.10046315  -20289228.67598037       1500.00000000
G17             45000.00000000   15843538.54065891   -3244362.28333170  -20627734.67727691       1800.00000000
G17             45300.00000000   15586662.15950466   -2465521.14947737  -20925156.53503652       2100.00000000
G17             45600.00000000   15340595.18105341   -1671943.30933252  -21180887.51423017       2400.00000000
G17             45900.00000000   15106309.74851649    -865323.45041163  -21394406.84891729       2700.00000000
G17             46200.00000000   14884687.28073565     -47417.55220421  -21565280.99135658       3000.00000000
G17             46500.00000000   14676514.49898541     779964.19450555  -21693164.64196479       3300.00000000
G17             46800.00000000   14482479.87831954    1614964.71480063  -21777801.47548943       3584.00000000
G17             47100.00000000   14303170.73390886    2455687.77718645  -21819025.02184702       3284.00000000
G17             47400.00000000   14139070.58567398    3300205.34038829  -21816758.60129707       2984.00000000
G17             47700.00000000   13990557.16255229    4146565.84230129  -21771015.71613766       2684.00000000
G17             48000.00000000   13857900.90255096    4992802.09055149  -21681899.88292427       2384.00000000
G17             48300.00000000   13741263.97503778    5836939.34752713  -21549604.30197896       2084.00000000
G17             48600.00000000   13640699.83253470    6677003.44626955  -21374411.30116922       1784.00000000
G17             48900.00000000   13556153.29307085    7511028.89727256  -21156691.55669263       1484.00000000
G17             49200.00000000   13487461.15127947    8337066.94643112  -20896903.09448335       1184.00000000
G17             49500.00000000   13434353.31357748    9153193.54481243  -20595590.07670737        884.00000000
G17             49800.00000000   13396454.44996943    9957517.19158876  -20253381.37863035        584.00000000
G17             50100.00000000   13373286.15228676   10748186.61236551  -19870988.96191818        284.00000000
G17             50400.00000000   13364269.58602798   11523398.23625047  -19449206.05116219         16.00000000
G17             50700.00000000   13368728.62042264   12281403.43633020  -18988905.12110353        316.00000000
G17             51000.00000000   13385893.41891819   13020515.49973536  -18491035.70266044        616.00000000
G17             51300.00000000   13414904.46999818   13739116.29517377  -17956622.01643462        916.00000000
G17             51600.00000000   13454817.03609715   14435662.60767476  -17386760.44288652       1216.00000000
G17             51900.00000000   13504605.99639334   15108692.11230316  -16782616.83882099       1516.00000000
G17             52200.00000000   13563171.05744505   15756828.96075131  -16145423.71021343       1816.00000000
G17             52500.00000000   13629342.30399951   16378788.95698353  -15476477.25173144       2116.00000000
G17             52800.00000000   13701886.06085066   16973384.30047298  -14777134.26356715       2416.00000000
G17             53100.00000000   13779511.03536005   17539527.87801721  -14048808.95639139       2716.00000000
G17             53400.00000000   13860874.70918620   18076237.08762751  -13292969.65537383       3016.00000000
G17             53700.00000000   13944589.94689508   18582637.18054067  -12511135.41428357       3316.00000000
G17             54000.00000000   14029231.65360021   19057964.40783671  -11704872.34137669       3600.00000000
G17             54300.00000000   14113344.29099086   19501567.13268129  -10875790.97356280       3300.00000000
G17             54600.00000000   14195448.03444512   19912909.57703063  -10025541.22625862       3000.00000000
G17             54900.00000000   14274046.53737362   20291571.84653150   -9155809.79218684       2700.00000000
G17             55200.00000000   14347633.96400718   20637251.07442238   -8268316.19746873       2400.00000000
G17             55500.00000000   14414702.19601882   20949761.72350911   -7364809.10416149       2100.00000000
G17             55800.00000000   14473748.02138701   21229035.38025318   -6447062.59723027       1800.00000000
G17             56100.00000000   14523280.27295111   21475120.04705433   -5516872.46560279       1500.00000000
G17             56400.00000000   14561826.88484303   21688178.94104624   -4576052.48659438       1200.00000000
G17             56700.00000000   14587941.83585217   21868488.80986363   -3626430.72260103        900.00000000
G17             57000.00000000   14600211.94978503   22016437.77687113   -2669845.83854469        600.00000000
G17             57300.00000000   14597263.52400396   22132522.73026374   -1708143.44812029        300.00000000
G17             57600.00000000   14577768.75856222   22217346.27224699    -743172.49644443          0.00000000
G17             57900.00000000   14540451.95968158   22271613.24617966     223218.31375678        300.00000000
G17             58200.00000000   14484095.49273557   22296126.86110751    1189184.04575245        600.00000000
G17             58500.00000000   14407545.46139259   22291784.43453183    2152886.99601017        900.00000000
G17             58800.00000000   14309717.09112952   22259572.77553873    3112500.09927733       1200.00000000
G17             59100.00000000   14189599.79693659   22200563.23156477    4066210.26629119       1500.00000000
G17             59400.00000000   14046261.91668766   22115906.42309122    5012221.64933284       1800.00000000
G17             59700.00000000   13878855.09333825   22006826.69144415    5948758.83129554       2100.00000000
G17             60000.00000000   13686618.29082522   21874616.28563311    6874069.93438100       2400.00000000
G17             60300.00000000   13468881.43026987   21720629.31478915    7786429.64496606       2700.00000000
G17             60600.00000000   13225068.63482077   21546275.49326739    8684142.15159438       3000.00000000
G17             60900.00000000   12954701.07320700   21353013.70586303    9565543.99344092       3300.00000000
G17             61200.00000000   12657399.39379829   21142345.42085735   10429006.81697080       3600.00000000
G17             61500.00000000   12332885.83126009   20915807.90442999   11272939.93874698       3300.00000000
G17             61800.00000000   11980985.47744302   20674967.69952927   12095793.25651363       3000.00000000
G17             62100.00000000   11601627.89612681   20421413.34539784   12896059.29814902       2700.00000000
G17             62400.00000000   11194847.61126341   20156748.70697444   13672275.81212148       2400.00000000
G17             62700.00000000   10760784.48592177   19882585.98969005   14423028.00398234       2100.00000000
G17             63000.00000000   10299683.62128659   19600538.82297293   15146950.71239824       1800.00000000
G17             63300.00000000    9811894.83516176   19312215.38431420   15842730.48594955       1500.00000000
G17             63600.00000000    9297871.72463061   19019211.59013675   16509107.56055765       1200.00000000
G17             63900.00000000    8758170.31895032   18723104.37914714   17144877.73756182        900.00000000
G17             64200.00000000    8193447.33013594   18425445.11322201   17748894.16259859        600.00000000
G17             64500.00000000    7604458.01001462   18127753.12018735   18320069.00554673        300.00000000
G17             64800.00000000    6992053.62380466   17831509.40209876   18857375.04188808          0.00000000
G17             65100.00000000    6357178.55149488   17538150.53182477   19359847.13589935        300.00000000
G17             65400.00000000    5700867.02946654   17249062.75987968   19826583.62613536        600.00000000
G17             65700.00000000    5024239.54591182   16965576.35254885   20256747.61368861        900.00000000
G17             66000.00000000    4328498.90466170   16688960.18140272   20649568.15371690       1200.00000000
G17             66300.00000000    3614925.97303810   16420416.58330820   21004341.35071964       1500.00000000
G17             66600.00000000    2884875.13029359   16161076.50902099   21320431.35801710       1800.00000000
G17             66900.00000000    2139769.43409488   15911994.97738214   21597271.28184508       2100.00000000
G17             67200.00000000    1381095.52334509   15674146.85104875   21834363.99042301       2400.00000000
G17             67500.00000000     610398.27642312   15448422.94856558   22031282.82828708       2700.00000000
G17             67800.00000000    -170724.75535266   15235626.50643179   22187672.23610329       3000.00000000
G17             68100.00000000    -960629.11855457   15036470.00363779   22303248.27608942       3300.00000000
G17             68400.00000000   -1757629.41166785   14851572.35994335   22377799.06308263       3600.00000000
G17             68700.00000000   -2560005.23172178   14681456.57116633   22411185.11228788       3300.00000000
G17             69000.00000000   -3366008.02148872   14526547.49957683   22403339.55611631       3000.00000000
G17             69300.00000000   -4173866.69132998   14387170.47697392   22354268.30293709       2700.00000000
G17             69600.00000000   -4981794.48764511   14263549.96737637   22264050.09513706       2400.00000000
G17             69900.00000000   -5787995.45146216   14155808.78053236   22132836.46140983       2100.00000000
G17             70200.00000000   -6590671.00063901   14063967.67907487   21960851.57677962       1800.00000000
G17             70500.00000000   -7388026.53484373   13987945.40275197   21748392.02565642       1500.00000000
G17             70800.00000000   -8178278.03926193   13927559.11061806   21495826.46714397       1200.00000000
G17             71100.00000000   -8959658.66287321   13882525.24069865   21203595.20173495        900.00000000
G17             71400.00000000   -9730425.24709080   13852460.78525489   20872209.63845024        600.00000000
G17             71700.00000000  -10488864.78057675   13836884.97837785   20502251.66141189        300.00000000
G17             72000.00000000  -11233300.75612635   13835221.39123614   20094372.89478370          0.00000000
G17             72300.00000000  -11962099.40566387   13846800.42888804   19649293.86497236        300.00000000
G17             72600.00000000  -12673675.78960860   13870862.22115095   19167803.05895502        600.00000000
G17             72900.00000000  -13366499.71715688   13906559.89860151   18650755.87759010        900.00000000
G17             73200.00000000  -14039101.47438513   13952963.24335975   18099073.48277633       1200.00000000
G17             73500.00000000  -14690077.33751242   14009062.70289470   17513741.53735308       1500.00000000
G17             73800.00000000  -15318094.84917053   14073773.75368010   16895808.83668441       1800.00000000
G17             74100.00000000  -15921897.83611723   14145941.60013073   16246385.83094021       2100.00000000
G17             74400.00000000  -16500311.14749580   14224346.19286714   15566643.03718252       2400.00000000
G17             74700.00000000  -17052245.09349318   14307707.54899333   14857809.34048448       2700.00000000
G17             75000.00000000  -17576699.56508134   14394691.35573343   14121170.18345309       3000.00000000
G17             75300.00000000  -18072767.81644267   14483914.83746530   13358065.64369848       3300.00000000
G17             75600.00000000  -18539639.89268266   14573952.86491629   12569888.39898879       3600.00000000
G17             75900.00000000  -18976605.26569287   14663344.40484037   11758081.85596576       3300.00000000
G17             76200.00000000  -19383057.26127238   14750598.49560278   10924136.68928234       3000.00000000
G17             76500.00000000  -19758492.59207502   14834201.86315051   10069590.41365016       2700.00000000
G17             76800.00000000  -20102515.10068249   14912625.09133067    9196023.52083112       2400.00000000
G17             77100.00000000  -20414836.71070162   14984329.76231027    8305057.25214783       2100.00000000
G17             77400.00000000  -20695278.42790499   15047775.50760689    7398350.89879199       1800.00000000
G17             77700.00000000  -20943770.90015079   15101427.12140970    6477598.99581406       1500.00000000
G17             78000.00000000  -21160354.52976227   15143761.70687987    5544528.41208908       1200.00000000
G17             78300.00000000  -21345179.13379195   15173275.82548482    4600895.33898704        900.00000000
G17             78600.00000000  -21498503.14940812   15188492.61889545    3648482.18093038        600.00000000
G17             78900.00000000  -21620692.38351942   15187968.87256814    2689094.35149448        300.00000000
G17             79200.00000000  -21712218.30768500   15170301.98985148    1724556.97919688          0.00000000
G17             79500.00000000  -21773655.90134390   15134136.84530820     756711.52762412        300.00000000
G17             79800.00000000  -21805681.04842180   15078172.48593351    -212587.66494023        600.00000000
G17             80100.00000000  -21809067.49443321   15001168.64908832   -1181476.92070108        900.00000000
G17             80400.00000000  -21784683.37328056   14901952.06625469   -2148086.82613977       1200.00000000
G17             80700.00000000  -21733487.31504764   14779422.52216808   -3110545.89766771       1500.00000000
G17             81000.00000000  -21656524.14818332   14632558.63948931   -4066984.30188642       1800.00000000
G17             81300.00000000  -21554920.21156018   14460423.35995350   -5015537.62268133       2100.00000000
G17             81600.00000000  -21429878.29395893   14262169.09387433   -5954350.66687512       2400.00000000
G17             81900.00000000  -21282672.22055941   14037042.51099347   -6881581.29968222       2700.00000000
G17             82200.00000000  -21114641.10800137   13784388.94694340   -7795404.30074384       3000.00000000
G17             82500.00000000  -20927183.31149522   13503656.40104029   -8694015.23108665       3300.00000000
G17             82800.00000000  -20721750.08930492   13194399.10273470   -9575634.30094339       3600.00000000
G17             83100.00000000  -20499839.01167330   12856280.62582161  -10438510.22800487       3900.00000000
G17             83400.00000000  -20262987.14290364   12489076.53143924  -11280924.07534323       4200.00000000
G17             83700.00000000  -20012764.02683422   12092676.52296211  -12101193.05796271       4500.00000000
G17             84000.00000000  -19750764.50733110   11667086.09811012  -12897674.30669814       4800.00000000
G17             84300.00000000  -19478601.41666596   11212427.68593990  -13668768.57799814       5100.00000000
G17             84600.00000000  -19197898.16572765   10728941.25884714  -14412923.89800382       5400.00000000
G17             84900.00000000  -18910281.27092521   10216984.41227624  -15128639.12926498       5700.00000000
G17             85200.00000000  -18617372.85336734    9677031.90749004  -15814467.44843061       6000.00000000
G17             85500.00000000  -18320783.14643782    9109674.67548409  -16469019.72330864       6300.00000000
G17             85800.00000000  -18022103.04821928    8515618.28291905  -17090967.77781362       6600.00000000
G17             86100.00000000  -17722896.75534378    7895680.86377296  -17679047.53351223       6900.00000000
G17             86400.00000000  -17424694.51476033    7250790.52326501  -18232062.01673484       7200.00000000
G18                 0.00000000     969164.54287566  -15704904.69655785  -21895766.60370800       7200.00000000
G18               300.00000000    1759342.37613949  -15808815.29093497  -21765656.46649199       6900.00000000
G18               600.00000000    2542308.36004565  -15925770.14108197  -21595699.43220256       6600.00000000
G18               900.00000000    3316441.68641644  -16055242.44726538  -21386182.80541967       6300.00000000
G18              1200.00000000    4080156.29713679  -16196615.59727489  -21137463.53283610       6000.00000000
G18              1500.00000000    4831906.60070984  -16349185.57175174  -20849967.83124810       5700.00000000
G18              1800.00000000    5570193.04519408  -16512163.71252658  -20524190.72488267       5400.00000000
G18              2100.00000000    6293567.52691996  -16684679.84553610  -20160695.49071168       5100.00000000
G18              2400.00000000    7000638.61474424  -16865785.74868022  -19760113.01030818       4800.00000000
G18              2700.00000000    7690076.57001905  -17054458.95377745  -19323141.02671684       4500.00000000
G18              3000.00000000    8360618.14292805  -17249606.87057702  -18850543.30474560       4200.00000000
G18              3300.00000000    9011071.12637840  -17450071.21959438  -18343148.69303636       3900.00000000
G18              3600.00000000    9640318.64923425  -17654632.75935487  -17801850.08624383       3600.00000000
G18              3900.00000000   10247323.19133892  -17862016.29246083  -17227603.28564320       3300.00000000
G18              4200.00000000   10831130.30349829  -18070895.93374426  -16621425.75650194       3000.00000000
G18              4500.00000000   11390872.01639090  -18279900.62263304  -15984395.28058923       2700.00000000
G18              4800.00000000   11925769.92322996  -18487619.86074861  -15317648.50226105       2400.00000000
G18              5100.00000000   12435137.92193390  -18692609.65467086  -14622379.36664932       2100.00000000
G18              5400.00000000   12918384.60356064  -18893398.64275683  -13899837.44860370       1800.00000000
G18              5700.00000000   13375015.27483409  -19088494.38388821  -13151326.17118254       1500.00000000
G18              6000.00000000   13804633.60373370  -19276389.78505622  -12378200.91266923       1200.00000000
G18              6300.00000000   14206942.87833360  -19455569.64377455  -11581867.00130038        900.00000000
G18              6600.00000000   14581746.87036440  -19624517.28045025  -10763777.59713458        600.00000000
G18              6900.00000000   14928950.29632849  -19781721.23504478   -9925431.46076512        300.00000000
G18              7200.00000000   15248558.87042587  -19925682.00162943   -9068370.60888776          0.00000000
G18              7500.00000000   15540678.94504221  -20054918.77378951   -8194177.85707350        300.00000000
G18              7800.00000000   15805516.73610943  -20167976.17326578   -7304474.25046899        600.00000000
G18              8100.00000000   16043377.13226947  -20263430.93374983   -6400916.38355008        900.00000000
G18              8400.00000000   16254662.08844978  -20339898.51137665   -5485193.61048816       1200.00000000
G18              8700.00000000   16439868.60618918  -20396039.59319409   -4559025.14815173       1500.00000000
G18              9000.00000000   16599586.30483060  -20430566.47473943   -3624157.07425656       1800.00000000
G18              9300.00000000   16734494.58951437  -20442249.27782767   -2682359.22369367       2100.00000000
G18              9600.00000000   16845359.42375775  -20429921.97975974   -1735421.98660370       2400.00000000
G18              9900.00000000   16933029.71628190  -20392488.22539974    -785153.01232539       2700.00000000
G18             10200.00000000   16998433.33364026  -20328926.89395347     166626.17607735       3000.00000000
G18             10500.00000000   17042572.75210107  -20238297.39281208    1118083.65141552       3300.00000000
G18             10800.00000000   17066520.36413100  -20119744.65150924    2067380.63020854       3600.00000000
G18             11100.00000000   17071413.66251491  -19972503.68386698    3012675.40276526       3300.00000000
G18             11400.00000000   17058449.12385065  -19795904.37293823    3952125.80991918       3000.00000000
G18             11700.00000000   17028877.69459039  -19589374.64538734    4883894.72987713       2700.00000000
G18             12000.00000000   16983998.22913540  -19352444.56843260    5806152.75373229       2400.00000000
G18             12300.00000000   16925151.51733876  -19084749.32746625    6717082.28011463       2100.00000000
G18             12600.00000000   16853713.94358096  -18786031.91304357    7614881.37499720       1800.00000000
G18             12900.00000000   16771090.95801293  -18456145.35188524    8497767.65187474       1500.00000000
G18             13200.00000000   16678710.38882959  -18095054.46614517    9363982.16185799       1200.00000000
G18             13500.00000000   16578015.62572099  -17702837.14728744   10211793.28276504        900.00000000
G18             13800.00000000   16470458.70579603  -17279685.13314037   11039500.59587464        600.00000000
G18             14100.00000000   16357493.33427190  -16825904.27904538   11845438.73863672        300.00000000
G18             14400.00000000   16240567.87305998  -16341914.31648001   12627981.22132092          0.00000000
G18             14700.00000000   16121118.33104210  -15828248.09509553   13385544.19532850        300.00000000
G18             15000.00000000   16000561.39031118  -15285550.30675508   14116590.16070032        600.00000000
G18             15300.00000000   15880287.50293685  -14714575.69287178   14819631.60022994        900.00000000
G18             15600.00000000   15761654.09290154  -14116186.73911130   15493234.52753812       1200.00000000
G18             15900.00000000   15645978.89773007  -13491350.86431932   16136021.93648637       1500.00000000
G18             16200.00000000   15534533.48399977  -12841137.11334421   16746677.13940706       1800.00000000
G18             16500.00000000   15428536.97036632  -12166712.36622571   17323946.98180401       2100.00000000
G18             16800.00000000   15329149.99097137  -11469337.07899356   17866644.92143616       2400.00000000
G18             17100.00000000   15237468.93111164  -10750360.57404120   18373653.96003294       2700.00000000
G18             17400.00000000   15154520.46584934  -10011215.90069023   18843929.41630765       3000.00000000
G18             17700.00000000   15081256.43083371   -9253414.28911788   19276501.52942904       3300.00000000
G18             18000.00000000   15018549.05299155   -8478539.22326203   19670477.88268190       3600.00000000
G18             18300.00000000   14967186.51969955   -7688240.23047692   20025045.51176129       3300.00000000
G18             18600.00000000   14927869.14822903   -6884225.95926471   20339473.40771623       3000.00000000
G18             18900.00000000   14901205.69759159   -6068257.82305065   20613113.70933714       2700.00000000
G18             19200.00000000   14887710.32892689   -5242142.45229762   20845403.69662274       2400.00000000
G18             19500.00000000   14887799.97812069   -4407724.42924712   21035867.10388316       2100.00000000
G18             19800.00000000   14901792.21327643   -3566878.73001731   21184115.28941775       1800.00000000
G18             20100.00000000   14929903.58580638   -2721503.01971318   21289848.17499314       1500.00000000
G18             20400.00000000   14972248.48405182   -1873509.83936170   21352854.95161642       1200.00000000
G18             20700.00000000   15028838.49551470   -1024818.72412615   21373014.54912637        900.00000000
G18             21000.00000000   15099582.28091582    -177348.29264061   21350295.86816936        600.00000000
G18             21300.00000000   15184285.96040767     666991.65256445   21284757.77417783        300.00000000
G18             21600.00000000   15282654.00938672    1506307.97370337   21176548.85401933          0.00000000
G18             21900.00000000   15394290.65849070    2338731.95598511   21025906.93702427        300.00000000
G18             22200.00000000   15518701.78955472    3162426.93664980   20833158.38312436        600.00000000
G18             22500.00000000   15655297.31655533    3975595.76685148   20598717.14183037        900.00000000
G18             22800.00000000   15803394.03791469    4776488.06956389   20323083.58674327       1200.00000000
G18             23100.00000000   15962218.94398733    5563407.25802960   20006843.13121644       1500.00000000
G18             23400.00000000   16130912.96112667    6334717.28082851   19650664.63166440       1800.00000000
G18             23700.00000000   16308535.11144475    7088849.06139586   19255298.58583837       2100.00000000
G18             24000.00000000   16494067.06525079    7824306.60175605   18821575.13415430       2400.00000000
G18             24300.00000000   16686418.06119614    8539672.72233957   18350401.87286318       2700.00000000
G18             24600.00000000   16884430.16737504    9233614.41199720   17842761.48848815       3000.00000000
G18             24900.00000000   17086883.85504370    9904887.76469919   17299709.22351968       3300.00000000
G18             25200.00000000   17292503.85523002   10552342.48188836   16722370.18385144       3600.00000000
G18             25500.00000000   17499965.25240588   11174926.42874434   16111936.30248747       3300.00000000
G18             25800.00000000   17707899.92706127   11771687.10794958   15469664.25917636       3000.00000000
G18             26100.00000000   17914902.82359386   12341778.03029688   14796870.87299459       2700.00000000
G18             26400.00000000   18119538.83094448   12884459.07635012   14094930.99612805       2400.00000000
G18             26700.00000000   18320349.51169585   13399099.17717716   13365273.89930066       2100.00000000
G18             27000.00000000   18515859.97990219   13885177.91610819   12609379.86798648       1800.00000000
G18             27300.00000000   18704585.83210351   14342286.62306133   11828776.72124528       1500.00000000
G18             27600.00000000   18885040.09806479   14770128.96166144   11025036.26493002       1200.00000000
G18             27900.00000000   19055740.17819770   15168521.01192725   10199770.69086077        900.00000000
G18             28200.00000000   19215214.73521435   15537390.85376978    9354628.93334772        600.00000000
G18             28500.00000000   19362010.50831598   15876777.65892151    8491292.99417839        300.00000000
G18             28800.00000000   19494699.01912738   16186830.30118629    7611474.24686762          0.00000000
G18             29100.00000000   19611883.13963492   16467805.49705565    6716909.73060668        300.00000000
G18             29400.00000000   19712203.49356223   16720065.49076832    5809358.44394645        600.00000000
G18             29700.00000000   19794344.66391013   16944075.29978864    4890597.64781284        900.00000000
G18             30000.00000000   19857041.18078195   17140399.53844180    3962419.18698642       1200.00000000
G18             30300.00000000   19899083.26510144   17309698.83906168    3026625.83868782       1500.00000000
G18             30600.00000000   19919322.30539365   17452725.89148103    2085027.69640039       1800.00000000
G18             30900.00000000   19916676.04642711   17570321.12301873    1139438.59653767       2100.00000000
G18             31200.00000000   19890133.47019670   17663408.04229617     191672.59502914       2400.00000000
G18             31500.00000000   19838759.35144855   17732988.27124406    -756459.49964070       2700.00000000
G18             31800.00000000   19761698.47169944   17780136.29054373   -1703153.53094425       3000.00000000
G18             32100.00000000   19658179.47747336   17805993.92448641   -2646615.33091370       3300.00000000
G18             32400.00000000   19527518.37025627   17811764.59183212   -3585063.98390334       3600.00000000
G18             32700.00000000   19369121.85280145   17798707.07857386   -4516734.54362457       3300.00000000
G18             33000.00000000   19182489.12623127   17768130.42771653   -5439882.92301812       3000.00000000
G18             33300.00000000   18967215.57337887   17721386.22442005   -6352786.40148650       2700.00000000
G18             33600.00000000   18722993.80866334   17659863.04855462   -7253748.11547981       2400.00000000
G18             33900.00000000   18449615.41311393   17584979.77316065   -8141099.54263174       2100.00000000
G18             34200.00000000   18146972.05062217   17498178.98644452   -9013203.25271492       1800.00000000
G18             34500.00000000   17815056.17711058   17400920.37182408   -9868455.56476120       1500.00000000
G18             34800.00000000   17453961.34366304   17294674.07293987  -10705289.10902561       1200.00000000
G18             35100.00000000   17063882.09617713   17180914.07012375  -11522175.29281642        900.00000000
G18             35400.00000000   16645113.47555715   17061111.59430942  -12317626.66952823        600.00000000
G18             35700.00000000   16198050.12387060   16936728.60378756  -13090199.21050204        300.00000000
G18             36000.00000000   15723185.00323424   16809211.34855656  -13838494.47959440          0.00000000
G18             36300.00000000   15221107.73548001   16679984.04630551  -14561161.71056670        300.00000000
G18             36600.00000000   14692502.57187383   16550442.69329382  -15256899.78760678        600.00000000
G18             36900.00000000   14138146.00332085   16421949.03256862  -15924459.12946770        900.00000000
G18             37200.00000000   13558904.02258962   16295824.70109019  -16562643.47785417       1200.00000000
G18             37500.00000000   12955729.05112437   16173345.57642418  -17170311.59080533       1500.00000000
G18             37800.00000000   12329656.54399010   16055736.34270976  -17746378.84191556       1800.00000000
G18             38100.00000000   11681801.28740893   15944165.29463122  -18289818.72630290       2100.00000000
G18             38400.00000000   11013353.40420159   15839739.39710895  -18799664.27427823       2400.00000000
G18             38700.00000000   10325574.08324224   15743499.61738923  -19275009.37368977       2700.00000000
G18             39000.00000000    9619791.04977239   15656416.54515318  -19715010.00191760       3000.00000000
G18             39300.00000000    8897393.79410052   15579386.31518610  -20118885.36847176       3300.00000000
G18             39600.00000000    8159828.57683813   15513226.84605301  -20485918.96910921       3600.00000000
G18             39900.00000000    7408593.27942631   15458674.41460721  -20815459.64050036       3300.00000000
G18             40200.00000000    6645231.88249552   15416380.56785777  -21106922.10910030       3000.00000000
G18             40500.00000000    5871329.01839883   15386909.31744884  -21359788.24533602       2700.00000000
G18             40800.00000000    5088504.27447147   15370734.82954779  -21573607.48854323       2400.00000000
G18             41100.00000000    4298406.35490265   15368239.37962127  -21747997.53467160       2100.00000000
G18             41400.00000000    3502707.15467106   15379711.70654068  -21882644.87450296       1800.00000000
G18             41700.00000000    2703095.75014264   15405345.74508604  -21977305.24742276       1500.00000000
G18             42000.00000000    1901272.32760914   15445239.74111824  -22031804.01084484       1200.00000000
G18             42300.00000000    1098942.07121546   15499395.75250857  -22046036.42524680        900.00000000
G18             42600.00000000     297809.03184515   15567719.53772876  -22019967.85462860        600.00000000
G18             42900.00000000    -500430.00139132   15650020.83281353  -21953633.88205865        300.00000000
G18             43200.00000000   -1294091.60539521   15746014.01621267  -21847140.33982395          0.00000000
G18             43500.00000000   -2081511.78139615   15855319.15985017  -21700663.25355449        300.00000000
G18             43800.00000000   -2861051.94576839   15977463.46350571  -21514448.69954787        600.00000000
G18             44100.00000000   -3631104.83188783   16111883.06842769  -21288812.57438122        900.00000000
G18             44400.00000000   -4390100.28174219   16257925.24487958  -21024140.27576477       1200.00000000
G18             44700.00000000   -5136510.90622775   16414850.94711210  -20720886.29346650       1500.00000000
G18             45000.00000000   -5868857.59334083   16581837.72804410  -20379573.70902222       1800.00000000
G18             45300.00000000   -6585714.84380179   16757983.00472633  -20000793.60284195       2100.00000000
G18             45600.00000000   -7285715.91403206   16942307.66445572  -19585204.36723294       2400.00000000
G18             45900.00000000   -7967557.74684838   17133760.00020544  -19133530.92378386       2700.00000000
G18             46200.00000000   -8630005.67073696   17331219.96283909  -18646563.84349646       3000.00000000
G18             46500.00000000   -9271897.84913283   17533503.71638957  -18125158.36800942       3300.00000000
G18             46800.00000000   -9892149.46175262   17739368.48150558  -17570233.33023905       3600.00000000
G18             47100.00000000  -10489756.03850856   17947517.66552331  -16982770.18293203       3300.00000000
G18             47400.00000000  -11063799.42515917   18156606.11996425  -16363810.77205071       3000.00000000
G18             47700.00000000  -11613447.33100308   18365245.99928931  -15714457.50198075       2700.00000000
