PRN             t(GNSS TIME)/s                 X/m                 Y/m                 Z/m               toe/s
C14             65700.00000000   16587221.56419495    9047329.63551476  -20532237.24359239        900.00000000
C14             66000.00000000   15931832.60798660    9324743.45202756  -20921613.21156247       1200.00000000
C14             66300.00000000   15270289.05877605    9620034.85692596  -21276439.24666508       1500.00000000
C14             66600.00000000   14604143.22673613    9933090.74132040  -21596124.63663473       1800.00000000
C14             66900.00000000   13934947.12398584   10263708.43219462  -21880136.26958871       1500.00000000
C14             67200.00000000   13264243.18996602   10611598.88740459  -22128000.79423667       1200.00000000
C14             67500.00000000   12593564.01197200   10976383.26239262  -22339303.50779871        900.00000000
C14             67800.00000000   11924423.12848991   11357596.81340231  -22513690.39175654        600.00000000
C14             68100.00000000   11258310.38827906   11754689.65629564  -22650868.39131682        300.00000000
C14             68400.00000000   10596686.51307244   12167028.56332149  -22750605.93217215          0.00000000
C14             68700.00000000    9940977.77835446   12593899.09435769  -22812733.33562963        300.00000000
C14             69000.00000000    9292570.83299273   13034508.05462679  -22837143.13122074        600.00000000
C14             69300.00000000    8652807.67797593   13487986.26959307  -22823790.26607369        900.00000000
C14             69600.00000000    8022980.82390351   13953391.66648988  -22772692.21049884       1200.00000000
C14             69900.00000000    7404328.64618953   14429712.65070689  -22683928.95941020       1500.00000000
C14             70200.00000000    6798030.95618310   14915871.76409135  -22557642.92937946       1800.00000000
C14             70500.00000000    6205205.81267349   15410728.92384354  -22394038.98439372       1500.00000000
C14             70800.00000000    5626901.51927235   15913088.36971197  -22193383.22543688       1200.00000000
C14             71100.00000000    5064099.06328296   16421698.90419736  -21956003.86991323        900.00000000
C14             71400.00000000    4517704.62047459   16935261.32010548  -21682289.90697603        600.00000000
C14             71700.00000000    3988547.47190418   17452432.53796572  -21372690.67263737        300.00000000
C14             72000.00000000    3477377.20145005   17971830.62485255  -21027715.12626258          0.00000000
C14             72300.00000000    2984861.20971441   18492039.97623949  -20647931.02624347        300.00000000
C14             72600.00000000    2511582.55409043   19011616.64065151  -20233964.00607561        600.00000000
C14             72900.00000000    2058038.12350708   19529093.76629245  -19786496.55224359        900.00000000
C14             73200.00000000    1624637.15504724   20042987.14831698  -19306266.88549701       1200.00000000
C14             73500.00000000    1211700.09828437   20551800.85499349  -18794067.74727582       1500.00000000
C14             73800.00000000     819457.83180954   21054032.91066769  -18250745.09321896       1800.00000000
C14             74100.00000000     448052.00335843   21548180.59215667  -17677197.22944356       1500.00000000
C14             74400.00000000      97531.87587791   22032747.86665569  -17074371.22326478       1200.00000000
C14             74700.00000000    -232140.74863380   22506248.51176217  -16443264.43898031        900.00000000
C14             75000.00000000    -541093.98802537   22967213.55615945  -15784920.84264009        600.00000000
C14             75300.00000000    -829544.10743869   23414196.46605557  -15100429.76812201        300.00000000
C14             75600.00000000   -1097794.17453441   23845778.69741179  -14390924.10319972          0.00000000
C14             75900.00000000   -1346232.37067856   24260575.14840380  -13657578.40088843        300.00000000
C14             76200.00000000   -1575329.96485629   24657239.49055482  -12901606.91928722        600.00000000
C14             76500.00000000   -1785638.95842767   25034469.35744883  -12124261.59327696        900.00000000
C14             76800.00000000   -1977789.41015706   25391011.37048690  -11326829.94156633       1200.00000000
C14             77100.00000000   -2152486.45222823   25725665.98178811  -10510632.91270570       1500.00000000
C14             77400.00000000   -2310507.00919334   26037292.11505648   -9677022.67380906       1800.00000000
C14             77700.00000000   -2452689.16789848   26324809.83198141   -8827389.16293131       1500.00000000
C14             78000.00000000   -2579956.65334758   26587211.81984409   -7963122.66752204       1200.00000000
C14             78300.00000000   -2693272.19264315   26823555.93442114   -7085663.87212368        900.00000000
C14             78600.00000000   -2793661.61151607   27032976.72825795   -6196466.69540028        600.00000000
C14             78900.00000000   -2882202.16533567   27214686.78823461   -5297004.49729162        300.00000000
C14             79200.00000000   -2960017.78926310   27367979.81124665   -4388767.60828091          0.00000000
C14             79500.00000000   -3028274.16502445   27492233.36989463   -3473260.83026179        300.00000000
C14             79800.00000000   -3088173.62404512   27586911.35727409   -2552000.91341589        600.00000000
C14             80100.00000000   -3140949.90733643   27651566.10124124   -1626514.01355492        900.00000000
C14             80400.00000000   -3187862.80309136   27685840.13985140    -698333.13441496       1200.00000000
C14             80700.00000000   -3230192.68342518   27689467.65102265     231004.44058630       1500.00000000
C14             81000.00000000   -3269234.96209096   27662275.53085974    1159959.72260462       1800.00000000
C14             81300.00000000   -3306294.55383468   27604183.99694415    2086994.58103280       1500.00000000
C14             81600.00000000   -3342680.00968345   27515207.43099825    3010574.35935420       1200.00000000
C14             81900.00000000   -3379698.21401089   27395453.66522313    3929170.38574217        900.00000000
C14             82200.00000000   -3418648.52210119   27245124.10947797    4841262.55372218        600.00000000
C14             82500.00000000   -3460817.21427836   27064512.91758592    5745341.85476279        300.00000000
C14             82800.00000000   -3507471.94851985   26854005.92015243    6639912.89407986          0.00000000
C14             83100.00000000   -3559856.29026510   26614079.20686108    7523496.38122278        300.00000000
C14             83400.00000000   -3619184.34113729   26345297.36401804    8394631.59115811        600.00000000
C14             83700.00000000   -3686635.48787898   26048311.37447874    9251878.79163725        900.00000000
C14             84000.00000000   -3763349.29230126   25723856.18842150   10093821.63271401       1200.00000000
C14             84300.00000000   -3850420.54246101   25372747.97472660   10919069.49436590       1500.00000000
C14             84600.00000000   -3948894.48461665   24995881.06397191   11726259.78826793       1800.00000000
C14             84900.00000000   -4059762.25477029   24594224.59526123   12514060.20986957       2100.00000000
C14             85200.00000000   -4183956.52779011   24168818.88025486   13281170.93703533       2400.00000000
C14             85500.00000000   -4322347.40121997   23720771.49886957   14026326.77162411       2700.00000000
C14             85800.00000000   -4475738.52993295   23251253.14215137   14748299.22050450       3000.00000000
C14             86100.00000000   -4644863.52677110   22761493.21879719   15445898.51262927       3300.00000000
C14             86400.00000000   -4830382.64324266   22252775.24270603   16117975.54892485       3600.00000000
C15                 0.00000000    2084618.41744785  -20576652.17280803  -18717046.44991000          0.00000000
C15               300.00000000    2527041.62348920  -21028828.18768919  -18151718.07090047        300.00000000
C15               600.00000000    2946837.67418288  -21475177.00370307  -17556388.93384836        600.00000000
C15               900.00000000    3343801.91274161  -21914180.22501524  -16932043.28648754        900.00000000
C15              1200.00000000    3717822.92255232  -22344321.25039290  -16279713.36678369       1200.00000000
C15              1500.00000000    4068882.45367000  -22764091.13715371  -15600477.68983643       1500.00000000
C15              1800.00000000    4397054.98334911  -23171994.44455099  -14895459.25767767       1800.00000000
C15              2100.00000000    4702506.91252091  -23566555.03368744  -14165823.69496349       2100.00000000
C15              2400.00000000    4985495.40155684  -23946321.80121618  -13412777.31368637       2400.00000000
C15              2700.00000000    5246366.85007659  -24309874.32434373  -12637565.11015914       2700.00000000
C15              3000.00000000    5485555.02695926  -24655828.39499479  -11841468.69764015       3000.00000000
C15              3300.00000000    5703578.85809198  -24982841.42143208  -11025804.17808304       3300.00000000
C15              3600.00000000    5901039.88073635  -25289617.67614298  -10191919.95660091       3600.00000000
C15              3900.00000000    6078619.37470410  -25574913.36940807   -9341194.50233537       3900.00000000
C15              4200.00000000    6237075.18180415  -25837541.52865164   -8475034.05951529       4200.00000000
C15              4500.00000000    6377238.22624846  -26076376.66443730   -7594870.31257714       4500.00000000
C15              4800.00000000    6500008.74987900  -26290359.20481230   -6702158.00929877       4800.00000000
C15              5100.00000000    6606352.27719812  -26478499.68061538   -5798372.54597168       5100.00000000
C15              5400.00000000    6697295.32624459  -26639882.64534464   -4885007.51870196       5400.00000000
C15              5700.00000000    6773920.88235444  -26773670.31422754   -3963572.24498789       5700.00000000
C15              6000.00000000    6837363.65277384  -26879105.90824198   -3035589.25977198       6000.00000000
C15              6300.00000000    6888805.12094865  -26955516.68999973   -2102591.79020727       6300.00000000
C15              6600.00000000    6929468.42009735  -27002316.67961863   -1166121.21341154       6600.00000000
C15              6900.00000000    6960613.04637754  -27019009.03997011    -227724.50150880       6900.00000000
C15              7200.00000000    6983529.43258022  -27005188.12199146     711048.34172491       7200.00000000
C15              7500.00000000    6999533.40382493  -26960541.16209067    1648646.84828527       7500.00000000
C15              7800.00000000    7009960.53718393  -26884849.62504087    2583522.65310548       7800.00000000
C15              8100.00000000    7016160.44753061  -26777990.18715617    3514132.05664378       8100.00000000
C15              8400.00000000    7019491.02218590  -26639935.35595460    4438938.57858763       8400.00000000
C15              8700.00000000    7021312.62712611  -26470753.72394173    5356415.49839278       8700.00000000
C15              9000.00000000    7022982.30761426  -26270609.85558484    6265048.37840640       9000.00000000
C15              9300.00000000    7025848.00612593  -26039763.80798553    7163337.56536300       9300.00000000
C15              9600.00000000    7031242.82035873  -25778570.28719370    8049800.66608786       9600.00000000
C15              9900.00000000    7040479.32394318  -25487477.44353172    8922974.99329748       9900.00000000
C15             10200.00000000    7054843.97221234  -25167025.31070798    9781419.97744770      10200.00000000
C15             10500.00000000    7075591.61503916  -24817843.89489000   10623719.54064861      10500.00000000
C15             10800.00000000    7103940.13831616  -24440650.92127117   11448484.42874058      10800.00000000
C15             11100.00000000    7141065.25513342  -24036249.24699871   12254354.49770804      11100.00000000
C15             11400.00000000    7188095.46710980  -23605523.95062675   13040000.95069507      11400.00000000
C15             11700.00000000    7246107.21565251  -23149439.10951390   13804128.52198159      11700.00000000
C15             12000.00000000    7316120.24216265  -22669034.27779260   14545477.60437843      12000.00000000
C15             12300.00000000    7399093.17537449  -22165420.67869601   15262826.31660483      12300.00000000
C15             12600.00000000    7495919.36311557  -21639777.12612959   15954992.50732254      12600.00000000
C15             12900.00000000  -24165034.40859517  -12815017.23828878   -5644796.30576527      12300.00000000
C15             13200.00000000  -23954812.56341638  -12782567.34267082   -6538734.83415348      12000.00000000
C15             13500.00000000  -23715069.66714618  -12745026.73425886   -7421904.09396280      11700.00000000
C15             13800.00000000  -23445888.18114661  -12703727.12498017   -8292848.22912703      11400.00000000
C15             14100.00000000  -23147443.18309949  -12659998.93377403   -9150131.17996852      11100.00000000
C15             14400.00000000  -22820002.00834417  -12615165.69198448   -9992339.04446163      10800.00000000
C15             14700.00000000  -22463923.53973591  -12570538.47931594  -10818082.40524198      10500.00000000
C15             15000.00000000  -22079657.14849929  -12527410.41212330  -11625998.61855341      10200.00000000
C15             15300.00000000  -21667741.28990407  -12487051.20562120  -12414754.06137460       9900.00000000
C15             15600.00000000  -21228801.75892860  -12450701.83132910  -13183046.33302616       9600.00000000
C15             15900.00000000  -20763549.61239735  -12419569.29071580  -13929606.40762160       9300.00000000
C15             16200.00000000  -20272778.76537477  -12394821.52557372  -14653200.73379621       9000.00000000
C15             16500.00000000  -19757363.27086719  -12377582.48513954  -15352633.27822277       8700.00000000
C15             16800.00000000  -19218254.29311855  -12368927.36938560  -16026747.50950518       8400.00000000
C15             17100.00000000  -18656476.78598231  -12369878.06723858  -16674428.31912760       8100.00000000
C15             17400.00000000  -18073125.88900586  -12381398.80774007  -17294603.87623001       7800.00000000
C15             17700.00000000  -17469363.05496923  -12404392.04135123  -17886247.41307887       7500.00000000
C15             18000.00000000  -16846411.92367468  -12439694.56772290  -18448378.93820504       7200.00000000
C15             18300.00000000  -16205553.95778126  -12488073.92530756  -18980066.87429002       6900.00000000
C15             18600.00000000  -15548123.85741718  -12550225.05718318  -19480429.61799473       6600.00000000
C15             18900.00000000  -14875504.77117740  -12626767.26639519  -19948637.01904392       6300.00000000
C15             19200.00000000  -14189123.32192068  -12718241.47300596  -20383911.77600184       6000.00000000
C15             19500.00000000  -13490444.46651819  -12825107.78387507  -20785530.74630318       5700.00000000
C15             19800.00000000  -12780966.20936848  -12947743.38498241  -21152826.16823464       5400.00000000
C15             20100.00000000  -12062214.19008217  -13086440.76485568  -21485186.79269898       5100.00000000
C15             20400.00000000  -11335736.16624766  -13241406.27637689  -21782058.92273382       4800.00000000
C15             20700.00000000  -10603096.41261869  -13412759.04292585  -22042947.35890114       4500.00000000
C15             21000.00000000   -9865870.05840954  -13600530.21347624  -22267416.24881177       4200.00000000
C15             21300.00000000   -9125637.38464645  -13804662.56989707  -22455089.83920029       3900.00000000
C15             21600.00000000   -8383978.10370016  -14025010.48833453  -22605653.12912027       3600.00000000
C15             21900.00000000   -7642465.64321513  -14261340.25516219  -22718852.42298840       3300.00000000
C15             22200.00000000   -6902661.45665600  -14513330.73659474  -22794495.78236627       3000.00000000
C15             22500.00000000   -6166109.38260747  -14780574.39967079  -22832453.37553276       2700.00000000
C15             22800.00000000   -5434330.07479626  -15062578.68092473  -22832657.72406640       2400.00000000
C15             23100.00000000   -4708815.52454627  -15358767.69769609  -22795103.84582570       2100.00000000
C15             23400.00000000   -3991023.69703785  -15668484.29566923  -22719849.29388672       1800.00000000
C15             23700.00000000   -3282373.30231543  -15990992.42490373  -22607014.09117017       1500.00000000
C15             24000.00000000   -2584238.72148000  -16325479.83531162  -22456780.56066514       1200.00000000
C15             24300.00000000   -1897945.10791119  -16671061.08126603  -22269393.05133309        900.00000000
C15             24600.00000000   -1224763.68269619  -17026780.82379305  -22045157.55995339        600.00000000
C15             24900.00000000    -565907.24269506  -17391617.41760899  -21784441.24935034        300.00000000
C15             25200.00000000      77474.10114690  -17764486.76912356  -21487671.86362128          0.00000000
C15             25500.00000000     704296.93852146  -18144246.45044138  -21155337.04116530        300.00000000
C15             25800.00000000    1313548.31175406  -18529700.05336248  -20787983.52649193        600.00000000
C15             26100.00000000    1904289.19033833  -18919601.76641355  -20386216.28196941        900.00000000
C15             26400.00000000    2475657.65435495  -19312661.15703750  -19950697.50085168       1200.00000000
C15             26700.00000000    3026871.77426084  -19707548.14023517  -19482145.52310099       1500.00000000
C15             27000.00000000    3557232.17572617  -20102898.11419204  -18981333.65570149       1800.00000000
C15             27300.00000000   -3344560.03099871   25458265.80659647   10900177.79008819       1500.00000000
C15             27600.00000000   -3449385.01158109   25083732.27911900   11707919.75856804       1200.00000000
C15             27900.00000000   -3567087.39382701   24684616.30922581   12496312.00922047        900.00000000
C15             28200.00000000   -3698582.15724267   24261973.98610310   13264053.58499891        600.00000000
C15             28500.00000000   -3844720.47925677   23816927.60985443   14009877.94845208        300.00000000
C15             28800.00000000   -4006285.93790634   23350661.47524193   14732555.06692414          0.00000000
C15             29100.00000000   -4183990.98403347   22864417.42319952   15430893.43506663        300.00000000
C15             29400.00000000   -4378473.69682276   22359490.17763609   16103742.03138994        600.00000000
C15             29700.00000000   -4590294.83538076   21837222.48586773   16749992.20571063        900.00000000
C15             30000.00000000   -4819935.19788201   21299000.08176377   17368579.49448313       1200.00000000
C15             30300.00000000   -5067793.29858652   20746246.49136204   17958485.36114126       1500.00000000
C15             30600.00000000   -5334183.37177615   20180417.70129879   18518738.85871494       1800.00000000
C15             30900.00000000   -5619333.01107250   19602997.36296873   19048417.66842974       1500.00000000
C15             31200.00000000   -5923384.64008953   19015488.65717476   19546651.80481279       1200.00000000
C15             31500.00000000   -6246390.35918462   18419412.54325034   20012621.67463028        900.00000000
C15             31800.00000000   -6588314.10476931   17816299.52854135   20445561.67386962        600.00000000
C15             32100.00000000   -6949030.68169344   17207684.60846865   20844760.84976304        300.00000000
C15             32400.00000000   -7328325.84475975   16595101.56180066   21209564.04782385          0.00000000
C15             32700.00000000   -7725896.73316588   15980077.26072503   21539372.96616240        300.00000000
C15             33000.00000000   -8141352.65611586   15364126.01777500   21833647.11555313        600.00000000
C15             33300.00000000   -8574216.22647867   14748743.99149484   22091904.68388124        900.00000000
C15             33600.00000000   -9023924.83802221   14135403.67247398   22313723.30375390       1200.00000000
C15             33900.00000000   -9489832.48042036   13525548.47104196   22498740.72221858       1500.00000000
C15             34200.00000000   -9971211.88492600   12920587.42749688   22646655.37168806       1800.00000000
C15             34500.00000000  -10467256.99232658   12321890.06524216   22757226.84132843       2100.00000000
C15             34800.00000000  -10977085.73355700   11730781.40663014   22830276.24832327       2400.00000000
C15             35100.00000000  -11499743.11214135   11148537.17066140   22865686.50858304       2700.00000000
C15             35400.00000000  -12034204.57647590   10576379.17096480   22863402.50662403       3000.00000000
C15             35700.00000000  -12579379.66885213   10015470.93169231   22823431.16449577       3300.00000000
C15             36000.00000000  -13134115.93705848    9466913.53810379   22745841.40978961       3600.00000000
C15             36300.00000000  -13697203.09339354    8931741.73769628   22630764.04291338       3900.00000000
C15             36600.00000000  -14267377.40497661    8410920.30675154   22478391.50396903       4200.00000000
C15             36900.00000000  -14843326.29835699    7905340.69614100   22288977.53971983       4500.00000000
C15             37200.00000000  -15423693.16060533    7415817.96913880   22062836.77128335       4800.00000000
C15             37500.00000000  -16007082.31831914    6943088.04285991   21800344.16333326       5100.00000000
C15             37800.00000000  -16592064.17529637    6487805.24376238   21501934.39573972       5400.00000000
C15             38100.00000000   18353812.77894488  -17122817.06747241   12189263.06739415       5100.00000000
C15             38400.00000000   18722315.97149886  -17282242.61671604   11370491.66604471       4800.00000000
C15             38700.00000000   19061983.74342617  -17436889.03516430   10532940.03226734       4500.00000000
C15             39000.00000000   19372649.67194665  -17585301.25518024    9677986.59150362       4200.00000000
C15             39300.00000000   19654244.74643201  -17726026.27931499    8807039.33752585       3900.00000000
C15             39600.00000000   19906797.28711136  -17857619.17251243    7921533.52970808       3600.00000000
C15             39900.00000000   20130432.48793529  -17978649.03592096    7022929.33932830       3300.00000000
C15             40200.00000000   20325371.58494690  -18087704.93869104    6112709.44868624       3000.00000000
C15             40500.00000000   20491930.65299127  -18183401.78423957    5192376.60694281       2700.00000000
C15             40800.00000000   20630519.03507313  -18264386.08765892    4263451.14670260       2400.00000000
C15             41100.00000000   20741637.41013892  -18329341.64124074    3327468.46546978       2100.00000000
C15             41400.00000000   20825875.50651008  -18376995.04546973    2385976.47620987       1800.00000000
C15             41700.00000000   20883909.46962050  -18406121.08332178    1440533.03134326       1500.00000000
C15             42000.00000000   20916498.89410916  -18415547.91627133     492703.32458266       1200.00000000
C15             42300.00000000   20924483.53168062  -18404162.08107311    -455942.72489644        900.00000000
C15             42600.00000000   20908779.68746668  -18370913.26713185   -1403833.10139483        600.00000000
C15             42900.00000000   20870376.31889668  -18314818.85510628   -2349396.33012249        300.00000000
C15             43200.00000000   20810330.85230412  -18234968.19830969   -3291064.11846048          0.00000000
C15             43500.00000000   20729764.73366022  -18130526.62946250   -4227273.99634903        300.00000000
C15             43800.00000000   20629858.73092385  -18000739.17642144   -5156471.95107034        600.00000000
C15             44100.00000000   20511848.00652752  -17844933.97164878   -6077115.05167793        900.00000000
C15             44400.00000000   20377016.97947668  -17662525.34139064   -6987674.05831791       1200.00000000
C15             44700.00000000   20226693.99741835  -17453016.56179973   -7886636.01169208       1500.00000000
C15             45000.00000000   20062245.83983330  -17216002.27055991   -8772506.79792940       1800.00000000
C15             45300.00000000   19885072.07421702  -16951170.52394379   -9643813.68415924       2100.00000000
C15             45600.00000000   19696599.28773888  -16658304.49065081  -10499107.82011877       2400.00000000
C15             45900.00000000   19498275.21739837  -16337283.77523142  -11336966.70117673       2700.00000000
C15             46200.00000000   19291562.80213510  -15988085.36539015  -12155996.58821707       3000.00000000
C15             46500.00000000   19077934.18068793  -15610784.19897722  -12954834.87989798       3300.00000000
C15             46800.00000000   18858864.65924058  -15205553.34801239  -13732152.43288533       3600.00000000
C15             47100.00000000   18635826.67303225  -14772663.81863333  -14486655.82575276       3900.00000000
C15             47400.00000000   18410283.76615333  -14312483.96741537  -15217089.56234558       4200.00000000
C15             47700.00000000   18183684.61368671  -13825478.53606393  -15922238.21051916       4500.00000000
C15             48000.00000000   17957457.11019456  -13312207.30802859  -16600928.47228714       4800.00000000
C15             48300.00000000   17733002.54829080  -12773323.39212111  -17252031.18154787       5100.00000000
C15             48600.00000000   17511689.91067959  -12209571.13973388  -17874463.22569973       5400.00000000
C15             48900.00000000    5958626.07912314  -26692792.05804765    5517155.57065813       5100.00000000
C15             49200.00000000    6050117.45541054  -26843980.06013187    4607704.29958316       4800.00000000
C15             49500.00000000    6128501.48346343  -26967386.69095008    3690641.38057489       4500.00000000
C15             49800.00000000    6194916.78045524  -27062317.02183313    2767481.54182673       4200.00000000
C15             50100.00000000    6250544.58565783  -27128160.36556879    1839749.69105375       3900.00000000
C15             50400.00000000    6296603.63666102  -27164392.75414113     908978.38921467       3600.00000000
C15             50700.00000000    6334344.89990337  -27170579.08662602     -23294.68919136       3300.00000000
C15             51000.00000000    6365046.17633216  -27146374.93872768    -955529.30496528       3000.00000000
C15             51300.00000000    6390006.60350951  -27091528.02676856   -1886185.20787840       2700.00000000
C15             51600.00000000    6410541.07589280  -27005879.32030272   -2813724.69085150       2400.00000000
C15             51900.00000000    6427974.60534533  -26889363.79890328   -3736615.14031870       2100.00000000
C15             52200.00000000    6443636.64417091  -26742010.85007388   -4653331.57845549       1800.00000000
C15             52500.00000000    6458855.39311789  -26563944.30664539   -5562359.19296330       1500.00000000
C15             52800.00000000    6474952.11685855  -26355382.12343714   -6462195.85012385       1200.00000000
C15             53100.00000000    6493235.48942166  -26116635.69438173   -7351354.58686505        900.00000000
C15             53400.00000000    6514995.99193951  -25848108.81272592   -8228366.07761821        600.00000000
C15             53700.00000000    6541500.38486304  -25550296.27832552   -9091781.07179080        300.00000000
C15             54000.00000000    6573986.27650591  -25223782.15743849   -9940172.79773265          0.00000000
C15             54300.00000000    6613656.80939585  -24869237.70178803  -10772139.32913402        300.00000000
C15             54600.00000000    6661675.48544681  -24487418.93500539  -11586305.90986266        600.00000000
C15             54900.00000000    6719161.15041461  -24079163.91586901  -12381327.23332256        900.00000000
C15             55200.00000000    6787183.15746921  -23645389.68902487  -13155889.67249992       1200.00000000
C15             55500.00000000    6866756.72900740  -23187088.93509852  -13908713.45695205       1500.00000000
C15             55800.00000000    6958838.53504505  -22705326.33328735  -14638554.79309071       1800.00000000
C15             56100.00000000    7064322.50567188  -22201234.65064665  -15344207.92421464       2100.00000000
C15             56400.00000000    7184035.89412557  -21676010.57335195  -16024507.12685455       2400.00000000
C15             56700.00000000    7318735.60605231  -21130910.29622730  -16678328.64010864       2700.00000000
C15             57000.00000000    7469104.80946823  -20567244.88777188  -17304592.52476631       3000.00000000
C15             57300.00000000    7635749.83882949  -19986375.44879069  -17902264.44914357       3300.00000000
C15             57600.00000000    7819197.40545677  -19389708.08353749  -18470357.39868294       3600.00000000
C15             57900.00000000    8019892.12535315  -18778688.70300424  -19007933.30650592       3900.00000000
C15             58200.00000000    8238194.37420298  -18154797.68064064  -19514104.60224400       4200.00000000
C15             58500.00000000    8474378.47805097  -17519544.38135549  -19988035.67661776       4500.00000000
C15             58800.00000000    8728631.24683992  -16874461.58513840  -20428944.25937913       4800.00000000
C15             59100.00000000    9001050.85663704  -16221099.82704161  -20836102.70838155       5100.00000000
C15             59400.00000000    9291646.08500842  -15561021.67557903  -21208839.20769558       5400.00000000
C15             59700.00000000    9600335.90261419  -14895795.97182871  -21546538.87284216       5700.00000000
C15             60000.00000000    9926949.42269919  -14226992.05166744  -21848644.76137368       6000.00000000
C15             60300.00000000   10271226.20874953  -13556173.97362112  -22114658.78719242       6300.00000000
C15             60600.00000000   10632816.93918235  -12884894.77478020  -22344142.53715756       6600.00000000
C15             60900.00000000   11011284.42653662  -12214690.77710935  -22536717.98869512       6900.00000000
C15             61200.00000000   11406104.98724548  -11547075.96627172  -22692068.12728939       7200.00000000
C15             61500.00000000   11816670.15669834  -10883536.46479417  -22809937.46290021       7500.00000000
C15             61800.00000000   12242288.74295098  -10225525.12102075  -22890132.44451649       7800.00000000
C15             62100.00000000   12682189.21111754   -9574456.23483920  -22932521.77222376       8100.00000000
C15             62400.00000000   13135522.38918654   -8931700.44062174  -22937036.60633055       8400.00000000
C15             62700.00000000   13601364.48474738   -8298579.76719815  -22903670.67326624       8700.00000000
C15             63000.00000000   14078720.40089978   -7676362.89397991  -22832480.26813044       9000.00000000
C15             63300.00000000   14566527.33845089   -7066260.62158027  -22723584.15394143       9300.00000000
C15             63600.00000000   15063658.67038734   -6469421.57443097  -22577163.35779800       9600.00000000
C15             63900.00000000   15568928.07354709   -5886928.15198427  -22393460.86433547       9900.00000000
C15             64200.00000000   16081093.90141288   -5319792.74411311  -22172781.20702213      10200.00000000
C15             64500.00000000   16598863.78100785   -4768954.22528575  -21915489.95800664      10500.00000000
C15             64800.00000000   17120899.41600021   -4235274.74099919  -21622013.11739067      10800.00000000
C15             65100.00000000   17645821.57731889   -3719536.79881141  -21292836.40296267      11100.00000000
C15             65400.00000000   18172215.26185093   -3222440.67512031  -20928504.44158886      11400.00000000
C15             65700.00000000   18698634.99913475   -2744602.14760275  -20529619.86361647      11700.00000000
C15             66000.00000000   19223610.28538634   -2286550.56195414  -20096842.30180057      12000.00000000
C15             66300.00000000   19745651.12369756   -1848727.24026246  -19630887.29641996      12300.00000000
C15             66600.00000000   20263253.64883075   -1431484.23701695  -19132525.10840019      12600.00000000
C15             66900.00000000   20774905.81470329   -1035083.44739332  -18602579.44241021      12900.00000000
C15             67200.00000000   21279093.12240929    -659696.07108266  -18041926.08204640      13200.00000000
C15             67500.00000000   21774304.36646689    -305402.43354290  -17451491.43936067      13500.00000000
C15             67800.00000000   22259037.37690662      27807.83484286  -16832251.02112949      13800.00000000
C15             68100.00000000   22731804.73483107     340035.26261387  -16185227.81439738      14100.00000000
C15             68400.00000000   23191139.43917828     631469.64639117  -15511490.59396105      14400.00000000
C15             68700.00000000   23635600.50260977     902388.80903858  -14812152.15458915      14700.00000000
C15             69000.00000000   24063778.45471939    1153157.01188473  -14088367.47089716      15000.00000000
C15             69300.00000000   24474300.73111899    1384223.02741543  -13341331.78791689      15300.00000000
C15             69600.00000000   24865836.92740108    1596117.88017029  -12572278.64551535      15600.00000000
C15             69900.00000000   25237103.89750462    1789452.26487244  -11782477.83992800      15900.00000000
C15             70200.00000000   25586870.67661591    1964913.65207901  -10973233.32577655      16200.00000000
C15             70500.00000000   25913963.20942068    2123263.09285907  -10145881.06204096      16500.00000000
C15             70800.00000000   26217268.86528218    2265331.73518002   -9301786.80554936      16800.00000000
C15             71100.00000000   26495740.72275100    2392017.06580799   -8442343.85563748      17100.00000000
C15             71400.00000000   26748401.60671252    2504278.89259728   -7568970.75371121      17400.00000000
C15             71700.00000000   26974347.86244282    2603135.08305692   -6683108.94152187      17700.00000000
C15             72000.00000000   27172752.85187102    2689657.07603172   -5786220.38203206      18000.00000000
C15             72300.00000000   27342870.15843030    2764965.18421908   -4879785.14681330      18300.00000000
C15             72600.00000000   27484036.48801738    2830223.70605733   -3965298.97397220      18600.00000000
C15             72900.00000000   27595674.25476692    2886635.86626312   -3044270.80064982      18900.00000000
C15             73200.00000000   27677293.84157776    2935438.60496076   -2118220.27418170      19200.00000000
C15             73500.00000000   27728495.52659757    2977897.23593520   -1188675.24603959      19500.00000000
C15             73800.00000000   27748971.06817670    3015299.99504718    -257169.25270338      19800.00000000
C15             74100.00000000   27738504.94213493    3048952.50027358     674761.01236832      20100.00000000
C15             74400.00000000   27696975.22654146    3080172.14517734    1605578.23148817      20400.00000000
C15             74700.00000000   27624354.13058409    3110282.44786585    2533746.99602471      20700.00000000
C15             75000.00000000   27520708.16549114    3140607.37766583    3457736.33603817      21000.00000000
C15             75300.00000000   27386197.95686577    3172465.68182450    4376022.24209317      21300.00000000
C15             75600.00000000   27221077.69918935    3207165.23454083    5287090.17509170      21600.00000000
C15             75900.00000000   27025694.25464504    3245997.43053833    6189437.55999352      21900.00000000
C15             76200.00000000   26800485.89979718    3290231.64521057    7081576.25932264      22200.00000000
C15             76500.00000000   26545980.72503265    3341109.78310597    7962035.02239704      22500.00000000
C15             76800.00000000   26262794.69302075    3399840.93616687    8829361.90626424      22800.00000000
C15             77100.00000000   25951629.36377352    3467596.17270430    9682126.66437733      23100.00000000
C15             77400.00000000   25613269.29518319    3545503.47757463   10518923.09910493      23400.00000000
C15             77700.00000000   25248579.12917300    3634642.86342856   11338371.37423405      23700.00000000
